square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response.rt_left,response.rt_right,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3491.9359012999994,3493.935909400003,3491.9359012999994,3492.935941399999,3492.9192538999996,3493.9192483000006,"[0, 0, 0]",1,3491.9359012999994,3493.935909400003,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3493.952581700003,3495.9525919000007,3493.952581700003,3494.9525807000027,3494.9359263000006,3495.9359460999985,"[0, 0, 0]",1,3493.952581700003,3495.9525919000007,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3496.0029934999984,None,3496.0029934999984,3497.002608200004,3496.985954900003,None,"[0, 0, 0]",1,3496.0029934999984,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3497.985941400002,3499.9859552000053,3497.985941400002,3498.985964899999,3498.9692742000043,3499.9692928000004,"[0, 0, 0]",1,3497.985941400002,3499.9859552000053,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3500.002631700001,3502.002632800002,3500.002631700001,3501.0026349000036,3500.9859675000043,3501.9860505000033,"[0, 0, 0]",1,3500.002631700001,3502.002632800002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3502.0193093000053,3504.0193369000044,3502.0193093000053,3503.019322100001,3503.0026545,3504.0026580999984,"[0, 0, 0]",1,3502.0193093000053,3504.0193369000044,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3504.035994099999,3506.036007499999,3504.035994099999,3505.035970500001,3505.0193319000027,3506.0193485000054,"[0, 0, 0]",1,3504.035994099999,3506.036007499999,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3506.0526671000043,3508.0526847,3506.0526671000043,3507.0526843000043,3507.0360096000004,3508.0360161999997,"[0, 0, 0]",1,3506.0526671000043,3508.0526847,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3508.0693566000045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71604938271605,3491.771245869997,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",None,,,,,0,0,0,0,3525.3023566000047,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3528.119475300002,None,3528.119475300002,3529.1195391,3529.102849499999,3530.1028589000052,"[0, 0, 0]",1,3528.119475300002,None,,,,,,,,,,,0.015080130004207604,5.012654930003919,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3530.1195140000054,3532.119542600005,3530.1195140000054,3531.119522400004,3531.102872100004,3532.1028745000003,"[0, 0, 0]",1,3530.1195140000054,3532.119542600005,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3532.1362050000025,3534.1362177000046,3532.1362050000025,3533.1362155000024,3533.119547800001,3534.1195405000035,"[0, 0, 0]",1,3532.1362050000025,3534.1362177000046,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3534.152881000002,3536.1528996999987,3534.152881000002,3535.1528862999985,3535.136223500005,3536.136235400001,"[0, 0, 0]",1,3534.152881000002,3536.1528996999987,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3536.2033561999997,None,3536.2033561999997,3537.2029101000007,3537.1862471999993,None,"[0, 0, 0]",1,3536.2033561999997,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3538.1862309999997,3540.1862756000046,3538.1862309999997,3539.1862573000035,3539.1696043000047,3540.169600100002,"[0, 0, 0]",1,3538.1862309999997,3540.1862756000046,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3540.2029339,3542.2029328999997,3540.2029339,3541.202932400003,3541.1862284000017,3542.1862782000026,"[0, 0, 0]",0,3540.2029339,3542.2029328999997,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3542.2195995,3544.2196293000015,3542.2195995,3543.2196248000037,3543.2029619000023,3544.2029569000006,"[0, 0, 0]",1,3542.2195995,3544.2196293000015,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3544.236301500001,3546.2362141999984,3544.236301500001,3545.2362638999984,3545.219632200002,3546.2196377,"[0, 0, 0]",1,3544.236301500001,3546.2362141999984,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3546.2529667000053,3548.2529800000048,3546.2529667000053,3547.2529894000036,3547.236321000004,3548.2363298000055,"[0, 0, 0]",1,3546.2529667000053,3548.2529800000048,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3548.269651499999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2962962962963,3530.1713314699955,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",None,0,0,0,0,,,,,3564.1367240000036,None,3568.3364750000037,None,3568.3364750000037,3569.3364765000006,3569.3198249999987,3570.3198309,1,None,None,"[0, 0, 0]",,,3568.3364750000037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.015236530001857318,5.01296413000091,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,0,1,1,1,,,,,,,3570.3364927000002,None,3570.3364927000002,3571.336499600002,3571.319835800001,3572.3198445000016,1,None,None,"[0, 0, 0]",,,3570.3364927000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,3572.3365053000016,3572.3365053000016,3572.3365053000016,3573.336502900005,3573.319866800004,3574.319870500003,1,None,None,"[0, 0, 0]",,,3572.3365053000016,3572.3365053000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,3,3,3,,,,,,,3574.3365046000035,3574.3365046000035,3574.3365046000035,3575.336529400003,3575.319861900003,3576.319871300002,1,None,None,"[0, 0, 0]",,,3574.3365046000035,3574.3365046000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,3576.370230100001,3576.370230100001,3576.370230100001,3577.3698761999985,3577.3532017000034,None,1,None,None,"[0, 0, 0]",,,3576.370230100001,3576.370230100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,3578.3532016000026,None,3578.3532016000026,3579.3532099000004,3579.336559100004,3580.336562000004,1,None,None,"[0, 0, 0]",,,3578.3532016000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,0,6,6,6,,,,,,,3580.3532225000017,3580.3532225000017,3580.3532225000017,3581.3532325999986,3581.3365670999992,3582.336585199999,1,None,None,"[0, 0, 0]",,,3580.3532225000017,3580.3532225000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,,,,,3582.3532487000048,3582.3532487000048,3582.3532487000048,3583.3532487000048,3583.3365783000045,3584.336586000005,1,None,None,"[0, 0, 0]",,,3582.3532487000048,3582.3532487000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,8,8,8,,,,,,,3584.353249,3584.353249,3584.353249,3585.353251100001,3585.336599100003,3586.336605299999,1,None,None,"[0, 0, 0]",,,3584.353249,3584.353249,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,,,,,3586.353271400003,3586.353271400003,3586.353271400003,3587.3532844,3587.3366161000013,3588.3366253999993,1,None,None,"[0, 0, 0]",,,3586.353271400003,3586.353271400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3588.353289999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.77777777777778,3570.9050543699996,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",None,0,0,0,0,,,,,3603.5703356000013,None,3608.4034404999984,None,3608.4034404999984,3609.4034442000047,3609.3867758999986,3610.386782500005,1,None,None,"[0, 0, 0]",,,3608.4034404999984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.015135729998291936,5.012778629999957,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,1,1,1,,,,,,,3610.403442200004,None,3610.403442200004,3611.403353200003,3611.386801600005,3612.386804200003,1,None,None,"[0, 0, 0]",,,3610.403442200004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,0,2,2,2,,,,,,,3612.403467600001,3612.403467600001,3612.403467600001,3613.403475400002,3613.3868108000024,3614.386823400004,0,None,None,"[0, 0, 0]",,,3612.403467600001,3612.403467600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,3614.4034775000036,3614.4034775000036,3614.4034775000036,3615.403487000003,3615.386827800001,3616.386847300004,1,None,None,"[0, 0, 0]",,,3614.4034775000036,3614.4034775000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,3616.453850099999,3616.453850099999,3616.453850099999,3617.453506500002,3617.436834100001,None,1,None,None,"[0, 0, 0]",,,3616.453850099999,3616.453850099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,5,5,5,,,,,,,3618.4201808,None,3618.4201808,3619.4201858000015,3619.4035135000013,3620.4035225000043,1,None,None,"[0, 0, 0]",,,3618.4201808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,3620.4201929000046,3620.4201929000046,3620.4201929000046,3621.420203900001,3621.403535700003,3622.403527900002,1,None,None,"[0, 0, 0]",,,3620.4201929000046,3620.4201929000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,7,7,7,,,,,,,3622.420204400005,3622.420204400005,3622.420204400005,3623.420215500002,3623.4035571999993,3624.4035463000037,1,None,None,"[0, 0, 0]",,,3622.420204400005,3622.420204400005,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,8,8,8,,,,,,,3624.4201283,3624.4201283,3624.4201283,3625.420227499999,3625.4035642000017,3626.4035729000025,1,None,None,"[0, 0, 0]",,,3624.4201283,3624.4201283,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,0,9,9,9,,,,,,,3626.420142200004,3626.420142200004,3626.420142200004,3627.420245000001,3627.4035692000034,3628.403594800002,1,None,None,"[0, 0, 0]",,,3626.420142200004,3626.420142200004,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3628.4202447999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.23456790123456,3612.9730637699977,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",None,0,0,0,0,,,,,3645.6205067000046,None,3648.4704094000044,None,3648.4704094000044,3649.4704048999993,3649.453758100004,3650.4537534000046,1,None,None,"[0, 0, 0]",,,3648.4704094000044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014115429999947082,5.010757730000478,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",1,0,1,1,1,,,,,,,3650.4704378000024,None,3650.4704378000024,3651.470415100004,3651.4537813999996,3652.4537744000045,1,None,None,"[0, 0, 0]",,,3650.4704378000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",1,0,2,2,2,,,,,,,3652.4704440999994,3652.4704440999994,3652.4704440999994,3653.4704445000025,3653.4537813999996,3654.4537855000017,1,None,None,"[0, 0, 0]",,,3652.4704440999994,3652.4704440999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,0,3,3,3,,,,,,,3654.4704563999985,3654.4704563999985,3654.4704563999985,3655.470454800001,3655.4537180000043,3656.453802600001,1,None,None,"[0, 0, 0]",,,3654.4704563999985,3654.4704563999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,0,4,4,4,,,,,,,3656.504177300005,3656.504177300005,3656.504177300005,3657.503802200001,3657.4871457000045,None,1,None,None,"[0, 0, 0]",,,3656.504177300005,3656.504177300005,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,3658.4871525000053,None,3658.4871525000053,3659.487154100003,3659.470492200002,3660.470502700002,1,None,None,"[0, 0, 0]",,,3658.4871525000053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,3660.4871583999993,3660.4871583999993,3660.4871583999993,3661.4871550000025,3661.4705069000047,3662.4705145000044,1,None,None,"[0, 0, 0]",,,3660.4871583999993,3660.4871583999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,3662.4871811999983,3662.4871811999983,3662.4871811999983,3663.487189899999,3663.4705201000033,3664.470534799999,1,None,None,"[0, 0, 0]",,,3662.4871811999983,3662.4871811999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,8,8,8,,,,,,,3664.4871939000004,3664.4871939000004,3664.4871939000004,3665.4872189000016,3665.4705386999995,3666.4705254,1,None,None,"[0, 0, 0]",,,3664.4871939000004,3664.4871939000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",1,0,9,9,9,,,,,,,3666.4872030000042,3666.4872030000042,3666.4872030000042,3667.4872159000006,3667.4705539999995,3668.4705547999984,1,None,None,"[0, 0, 0]",,,3666.4872030000042,3666.4872030000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,3668.4872155999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.901234567901234,3652.2392778700014,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",None,,,,,0,0,0,0,3685.754265100004,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3688.537372999999,None,3688.537372999999,3689.5373805000054,3689.5207063999987,3690.520721000001,"[0, 0, 0]",1,3688.537372999999,None,,,,,,,,,,,0.014832729997579008,5.012111129995901,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3690.537383300005,3692.5374037,3690.537383300005,3691.5373978999996,3691.520710900004,3692.5207364000016,"[0, 0, 0]",1,3690.537383300005,3692.5374037,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3692.5540548999998,3694.554093400002,3692.5540548999998,3693.554067900004,3693.537374700005,3694.5374225999985,"[0, 0, 0]",1,3692.5540548999998,3694.554093400002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3694.5707632999984,3696.5707645,3694.5707632999984,3695.5707576999994,3695.5540775000045,3696.5540834999993,"[0, 0, 0]",1,3694.5707632999984,3696.5707645,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3696.621158300004,None,3696.621158300004,3697.620769500005,3697.5874420000036,3698.5874461999992,"[0, 0, 0]",1,3696.621158300004,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
