square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response.rt_left,response.rt_right,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,2666.5960411999986,2666.5960411999986,2666.5960411999986,2667.596438200002,2667.5797759999987,None,0,None,None,"[0, 0, 0]",,,2666.5960411999986,2666.5960411999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,2668.5631250000006,None,2668.5631250000006,2669.5631326000002,2669.5464568000025,2670.5464541000038,1,None,None,"[0, 0, 0]",,,2668.5631250000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,0,6,6,6,,,,,,,2670.563122600004,2670.563122600004,2670.563122600004,2671.5631341000044,2671.5464764999997,2672.546488,1,None,None,"[0, 0, 0]",,,2670.563122600004,2670.563122600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,,,,,2672.563133399999,2672.563133399999,2672.563133399999,2673.563160400001,2673.546472599999,2674.546483099999,1,None,None,"[0, 0, 0]",,,2672.563133399999,2672.563133399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,8,8,8,,,,,,,2674.563169599998,2674.563169599998,2674.563169599998,2675.5631555,2675.5464924000044,2676.546521700002,0,None,None,"[0, 0, 0]",,,2674.563169599998,2674.563169599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,,,,,2676.5631756000002,2676.5631756000002,2676.5631756000002,2677.5631913000034,2677.5465270999994,2678.546517300005,1,None,None,"[0, 0, 0]",,,2676.5631756000002,2676.5631756000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2678.5631765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.592592592592595,2658.3487989700006,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",None,0,0,0,0,,,,,2691.7802321000054,None,2698.6133394999997,None,2698.6133394999997,2699.613334599999,2699.5966770000014,2700.5966902,1,None,None,"[0, 0, 0]",,,2698.6133394999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014601629998651333,5.011700329996529,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,1,1,1,,,,,,,2700.613351799999,None,2700.613351799999,2701.613357800001,2701.596695,2702.596706600001,1,None,None,"[0, 0, 0]",,,2700.613351799999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,0,2,2,2,,,,,,,2702.6133641999986,2702.6133641999986,2702.6133641999986,2703.6133905000024,2703.596714500003,2704.5967176999984,1,None,None,"[0, 0, 0]",,,2702.6133641999986,2702.6133641999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2704.613378599999,2704.613378599999,2704.613378599999,2705.6133991000024,2705.5967233000047,2706.596744100003,1,None,None,"[0, 0, 0]",,,2704.613378599999,2704.613378599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,2706.6637588000012,2706.6637588000012,2706.6637588000012,2707.663401500002,2707.6467472000004,None,1,None,None,"[0, 0, 0]",,,2706.6637588000012,2706.6637588000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,5,5,5,,,,,,,2708.6300759000005,None,2708.6300759000005,2709.630076900001,2709.613424000003,2710.613428900004,1,None,None,"[0, 0, 0]",,,2708.6300759000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,2710.6300985000053,2710.6300985000053,2710.6300985000053,2711.6301005999994,2711.6134428000005,2712.613447800002,1,None,None,"[0, 0, 0]",,,2710.6300985000053,2710.6300985000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,7,7,7,,,,,,,2712.6301070000045,2712.6301070000045,2712.6301070000045,2713.6300911,2713.613717400003,2714.6134545000023,1,None,None,"[0, 0, 0]",,,2712.6301070000045,2712.6301070000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,8,8,8,,,,,,,2714.630123499999,2714.630123499999,2714.630123499999,2715.6301211000027,2715.6134711999985,2716.613471900004,1,None,None,"[0, 0, 0]",,,2714.630123499999,2714.630123499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,0,9,9,9,,,,,,,2716.630123900002,2716.630123900002,2716.630123900002,2717.6301329999988,2717.613476700004,2718.613501300002,1,None,None,"[0, 0, 0]",,,2716.630123900002,2716.630123900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2718.6301351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.54320987654321,2698.2995648700016,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",None,0,0,0,0,,,,,2731.846987900004,None,2738.680309100004,None,2738.680309100004,2739.6803112000052,2739.6636559000035,2740.6636484000046,1,None,None,"[0, 0, 0]",,,2738.680309100004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014145629997074138,5.010805829995661,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",1,0,1,1,1,,,,,,,2740.680343,None,2740.680343,2741.680330000003,2741.663657199999,2742.6636756000007,1,None,None,"[0, 0, 0]",,,2740.680343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",1,0,2,2,2,,,,,,,2742.6803351000053,2742.6803351000053,2742.6803351000053,2743.680327300004,2743.6636733999985,2744.6636822,1,None,None,"[0, 0, 0]",,,2742.6803351000053,2742.6803351000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,0,3,3,3,,,,,,,2744.680347900001,2744.680347900001,2744.680347900001,2745.680359800004,2745.6637014000007,2746.663733500005,1,None,None,"[0, 0, 0]",,,2744.680347900001,2744.680347900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,0,4,4,4,,,,,,,2746.7470575000043,2746.7470575000043,2746.7470575000043,2747.7470402000035,2747.7303868000017,None,1,None,None,"[0, 0, 0]",,,2746.7470575000043,2746.7470575000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,2748.6970985000007,None,2748.6970985000007,2749.6970533999993,2749.680376700002,2750.680387100001,1,None,None,"[0, 0, 0]",,,2748.6970985000007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,2750.6970499000017,2750.6970499000017,2750.6970499000017,2751.697053200005,2751.6804032,2752.6804045000026,1,None,None,"[0, 0, 0]",,,2750.6970499000017,2750.6970499000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,2752.6970769000036,2752.6970769000036,2752.6970769000036,2753.6970746000006,2753.6804143000045,2754.6804204,1,None,None,"[0, 0, 0]",,,2752.6970769000036,2752.6970769000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,8,8,8,,,,,,,2754.6970901000022,2754.6970901000022,2754.6970901000022,2755.697082999999,2755.6804116999992,2756.6804408000025,1,None,None,"[0, 0, 0]",,,2754.6970901000022,2754.6970901000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",1,0,9,9,9,,,,,,,2756.6971153999984,2756.6971153999984,2756.6971153999984,2757.6971078999995,2757.6804430999982,2758.6804497999983,1,None,None,"[0, 0, 0]",,,2756.6971153999984,2756.6971153999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2758.6971090000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.91358024691358,2739.18291737001,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",None,,,,,0,0,0,0,2771.9308262999984,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2778.7639314000044,None,2778.7639314000044,2779.763931100002,2779.7472221999997,2780.747273699999,"[0, 0, 0]",1,2778.7639314000044,None,,,,,,,,,,,0.014424929991946556,5.011360029995558,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2780.763974100002,2782.7639628000034,2780.763974100002,2781.763944700004,2781.7472898999986,2782.7472978000005,"[0, 0, 0]",1,2780.763974100002,2782.7639628000034,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2782.780644300001,2784.780640900004,2782.780644300001,2783.7806509,2783.7639710000003,2784.7639844000005,"[0, 0, 0]",1,2782.780644300001,2784.780640900004,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2784.7972993000003,2786.797328200002,2784.7972993000003,2785.7973138000016,2785.7806652,2786.7806573000053,"[0, 0, 0]",1,2784.7972993000003,2786.797328200002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2786.8643903000047,None,2786.8643903000047,2787.863996100001,2787.847339400003,None,"[0, 0, 0]",1,2786.8643903000047,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2788.8306836000047,2790.8306911000036,2788.8306836000047,2789.8306837000055,2789.8140207000033,2790.814022700004,"[0, 0, 0]",1,2788.8306836000047,2790.8306911000036,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2790.8473497000014,2792.847362600005,2790.8473497000014,2791.847377600003,2791.830695000004,2792.830704400003,"[0, 0, 0]",1,2790.8473497000014,2792.847362600005,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2792.8640416000053,2794.8640576000034,2792.8640416000053,2793.8640356000033,2793.847375600002,2794.8473933999994,"[0, 0, 0]",1,2792.8640416000053,2794.8640576000034,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2794.880723100003,2796.8807572000005,2794.880723100003,2795.8807466,2795.8640549000047,2796.864066000002,"[0, 0, 0]",1,2794.880723100003,2796.8807572000005,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2796.897388000005,2798.897401000002,2796.897388000005,2797.897396500004,2797.8807368999987,2798.8807603000023,"[0, 0, 0]",1,2796.897388000005,2798.897401000002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2798.914091400002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.49382716049383,2781.1826125699954,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,2814.1307048000017,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2818.9475705000004,None,2818.9475705000004,2819.947581100001,2819.930933100004,2820.9309109000023,"[0, 0, 0]",1,2818.9475705000004,None,,,,,,,,,,,0.015040130005218089,5.012577230001625,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2820.9475701000047,2822.947603600005,2820.9475701000047,2821.947582200002,2821.930924100001,2822.930928300004,"[0, 0, 0]",1,2820.9475701000047,2822.947603600005,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2822.9642620000013,2824.964257200001,2822.9642620000013,2823.964272199999,2823.9476112000048,2824.9476055999985,"[0, 0, 0]",1,2822.9642620000013,2824.964257200001,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2824.9809032999983,2826.9809540999995,2824.9809032999983,2825.980951700003,2825.9642825000046,2826.964355600001,"[0, 0, 0]",1,2824.9809032999983,2826.9809540999995,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2827.0312726000047,None,2827.0312726000047,2828.0309619000036,2828.014300200004,None,"[0, 0, 0]",1,2827.0312726000047,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2829.0143127000047,2831.0143282999998,2829.0143127000047,2830.014336100001,2829.9976530999993,2830.9976571000007,"[0, 0, 0]",1,2829.0143127000047,2831.0143282999998,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2831.0309835000007,2833.031002399999,2831.0309835000007,2832.0309847000026,2832.014351800004,2833.0143417,"[0, 0, 0]",1,2831.0309835000007,2833.031002399999,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2833.047681200005,2835.047688300001,2833.047681200005,2834.047687099999,2834.0310102000003,2835.0310142000017,"[0, 0, 0]",1,2833.047681200005,2835.047688300001,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2835.064352100002,2837.0643620000046,2835.064352100002,2836.0643657000037,2836.0476825000005,2837.047703600001,"[0, 0, 0]",1,2835.064352100002,2837.0643620000046,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2837.081094100002,2839.0810358000017,2837.081094100002,2838.081087300001,2838.0643716999984,2839.0643643000003,"[0, 0, 0]",0,2837.081094100002,2839.0810358000017,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,2839.097742900005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.160493827160494,2823.866190370005,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,2856.3312087000013,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2859.1478779000026,None,2859.1478779000026,2860.1478795000003,2860.1312005,2861.1312187000003,"[0, 0, 0]",1,2859.1478779000026,None,,,,,,,,,,,0.015109529995243065,5.012707130001218,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
9,"[0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2861.1478829000043,2863.1478804,2861.1478829000043,2862.1479177,2862.1312055000017,2863.1312266000023,"[0, 0, 0]",1,2861.1478829000043,2863.1478804,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2863.1645495999983,2865.164081900002,2863.1645495999983,2864.1645697999993,2864.147903500001,2865.1478927999997,"[0, 0, 0]",1,2863.1645495999983,2865.164081900002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2865.1812347000014,2867.1812541000036,2865.1812347000014,2866.181239800004,2866.1645721000023,2867.164574800001,"[0, 0, 0]",1,2865.1812347000014,2867.1812541000036,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2867.2316314000054,None,2867.2316314000054,2868.2312530000054,2868.2146109000023,None,"[0, 0, 0]",1,2867.2316314000054,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2869.2145101999995,2871.2146122999984,2869.2145101999995,2870.2146183000004,2870.197932700001,2871.1979555,"[0, 0, 0]",1,2869.2145101999995,2871.2146122999984,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2871.231293100005,2873.231289000003,2871.231293100005,2872.231298400002,2872.214631300005,2873.2146647000045,"[0, 0, 0]",1,2871.231293100005,2873.231289000003,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
